file,result_2ls_SVComp_copy1,time_taken_2ls_SVComp_copy1,result_2ls_SVComp_copy3-2,time_taken_2ls_SVComp_copy3-2,consistency
SVComp_C/recursive/recHanoi01.c,YES,0.41,YES,0.27,True
SVComp_C/recursive/Fibonacci05.c,Maybe,0.21,Maybe,0.11,True
SVComp_C/recursive/EvenOdd03.c,TIMEOUT,300.03,TIMEOUT,465.41,True
SVComp_C/recursive/Ackermann02.c,Maybe,0.31,Maybe,0.66,True
SVComp_C/recursive/Addition03-1.c,Maybe,2.48,Maybe,2.41,True
SVComp_C/recursive/BallRajamani-SPIN2000-Fig1.c,Maybe,0.31,Maybe,0.2,True
SVComp_C/recursive/recHanoi02-2.c,Maybe,0.24,Maybe,0.2,True
SVComp_C/bitvector-regression/integerpromotion-2.c,YES,0.11,YES,0.07,True
SVComp_C/bitvector-regression/signextension2-2.c,Maybe,0.09,Maybe,0.12,True
SVComp_C/bitvector-regression/integerpromotion-3.c,Maybe,0.09,Maybe,0.06,True
SVComp_C/bitvector-regression/signextension-1.c,Maybe,0.08,Maybe,0.04,True
SVComp_C/bitvector-regression/implicitunsignedconversion-1.c,Maybe,0.09,Maybe,0.17,True
SVComp_C/bitvector-regression/implicitunsignedconversion-2.c,YES,0.12,YES,0.05,True
SVComp_C/bitvector-regression/implicitfloatconversion.c,Maybe,0.08,Maybe,0.05,True
SVComp_C/bitvector-regression/signextension-2.c,YES,0.12,YES,0.05,True
SVComp_C/bitvector-regression/signextension2-1.c,YES,0.11,YES,0.06,True
SVComp_C/bitvector-regression/recHanoi03-1.c,Maybe,0.17,Maybe,0.13,True
SVComp_C/seq-pthread/cs_stateful-1.c,Failed,3.0,,,Miss
SVComp_C/array-memsafety/cstrpbrk-alloca-2.c,Failed,0.25,,,Miss
SVComp_C/array-memsafety/openbsd_cbzero-alloca-2.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/subseq-alloca-2.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/openbsd_cstrcmp-alloca-1.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/diff-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/cstrcmp-alloca-2.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/openbsd_cstrspn-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/mult_array-alloca-1.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/rec_strlen-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/java_BubbleSort-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/openbsd_cstrcat-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/openbsd_cstpcpy-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/cstrlen-alloca-2.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/openbsd_cmemset-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/openbsd_cstrpbrk-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/openbsd_cstrlcpy-alloca-1.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/openbsd_cstrlen-alloca-1.c,Failed,0.22,,,Miss
SVComp_C/array-memsafety/cstrcpy-alloca-1.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/array01-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/insertionsort-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/lis-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/array02-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/selectionsort-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/substring-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/cstrncat-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/openbsd_cstrncmp-alloca-2.c,Failed,0.22,,,Miss
SVComp_C/array-memsafety/count_down-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/cstrcat-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/cstrcspn-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/openbsd_cstrncpy-alloca-2.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/openbsd_cstrstr-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/openbsd_cstpncpy-alloca-1.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/openbsd_cmemchr-alloca-2.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/cstrchr-alloca-2.c,Failed,0.23,,,Miss
SVComp_C/array-memsafety/cstrncpy-alloca-2.c,Failed,0.25,,,Miss
SVComp_C/array-memsafety/openbsd_cstrcspn-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/bubblesort-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/openbsd_cstrcpy-alloca-2.c,Failed,0.25,,,Miss
SVComp_C/array-memsafety/openbsd_cstrnlen-alloca-1.c,Failed,0.25,,,Miss
SVComp_C/array-memsafety/cstrspn-alloca-1.c,Failed,0.24,,,Miss
SVComp_C/array-memsafety/openbsd_cstrncat-alloca-2.c,Failed,0.22,,,Miss
SVComp_C/array-memsafety/strreplace-alloca-2.c,Failed,0.24,,,Miss
SVComp_C/seq-mthreaded/pals_lcr.4.ufo.UNBOUNDED.pals.c,Maybe,5.43,Maybe,5.24,True
SVComp_C/seq-mthreaded/pals_lcr.5.1.ufo.BOUNDED-10.pals.c,Maybe,12.91,Maybe,12.35,True
SVComp_C/seq-mthreaded/pals_lcr.8.ufo.UNBOUNDED.pals.c,Maybe,24.52,TIMEOUT,473.54,False
SVComp_C/seq-mthreaded/pals_lcr.4.1.ufo.UNBOUNDED.pals.c,Maybe,4.9,TIMEOUT,313.99,False
SVComp_C/seq-mthreaded/pals_floodmax.4.ufo.BOUNDED-8.pals.c,Maybe,31.25,TIMEOUT,300.11,False
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.5.ufo.BOUNDED-10.pals.c,Maybe,12.54,TIMEOUT,438.92,False
SVComp_C/seq-mthreaded/rekcba_ctm.2-2.c,TIMEOUT,300.19,TIMEOUT,300.05,True
SVComp_C/seq-mthreaded/pals_STARTPALS_Triplicated.1.ufo.BOUNDED-10.pals.c,Maybe,13.6,TIMEOUT,447.25,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.1.ufo.UNBOUNDED.pals.c,Maybe,19.79,TIMEOUT,1677.07,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.1.ufo.BOUNDED-10.pals.c,Maybe,89.18,TIMEOUT,1170.06,False
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.6.2.ufo.UNBOUNDED.pals.c,Maybe,12.11,Maybe,12.9,True
SVComp_C/seq-mthreaded/pals_lcr.4.ufo.BOUNDED-8.pals.c,Maybe,8.29,Maybe,8.35,True
SVComp_C/seq-mthreaded/pals_lcr.5.ufo.BOUNDED-10.pals.c,Maybe,12.74,Maybe,12.48,True
SVComp_C/seq-mthreaded/pals_STARTPALS_Triplicated.2.ufo.UNBOUNDED.pals.c,Maybe,10.41,TIMEOUT,495.38,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.1.ufo.BOUNDED-6.pals.c,Maybe,11.35,TIMEOUT,574.89,False
SVComp_C/seq-mthreaded/pals_lcr.7.ufo.BOUNDED-14.pals.c,Maybe,26.63,TIMEOUT,884.98,False
SVComp_C/seq-mthreaded/pals_lcr.8.1.ufo.BOUNDED-16.pals.c,Maybe,36.52,TIMEOUT,1364.15,False
SVComp_C/seq-mthreaded/rekh_ctm.2-1.c,TIMEOUT,300.3,TIMEOUT,300.11,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.2.ufo.BOUNDED-6.pals.c,Maybe,11.47,TIMEOUT,300.11,False
SVComp_C/seq-mthreaded/rekcba_ctm.2-1.c,TIMEOUT,300.21,TIMEOUT,300.11,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.5.1.ufo.BOUNDED-10.pals.c,Maybe,12.57,TIMEOUT,760.54,False
SVComp_C/seq-mthreaded/pals_STARTPALS_ActiveStandby.5.ufo.UNBOUNDED.pals.c,Maybe,9.63,TIMEOUT,381.32,False
SVComp_C/seq-mthreaded/pals_lcr.6.1.ufo.UNBOUNDED.pals.c,Maybe,11.62,TIMEOUT,300.11,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.3.ufo.BOUNDED-6.pals.c,Maybe,11.71,Maybe,11.81,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.4.ufo.BOUNDED-8.pals.c,Maybe,8.55,Maybe,8.33,True
SVComp_C/seq-mthreaded/pals_lcr.6.1.ufo.BOUNDED-12.pals.c,Maybe,19.09,TIMEOUT,563.2,False
SVComp_C/seq-mthreaded/pals_floodmax.3.1.ufo.UNBOUNDED.pals.c,Maybe,7.34,TIMEOUT,1851.66,False
SVComp_C/seq-mthreaded/pals_floodmax.3.1.ufo.BOUNDED-6.pals.c,Maybe,11.73,Maybe,12.09,True
SVComp_C/seq-mthreaded/pals_lcr.4.1.ufo.BOUNDED-8.pals.c,Maybe,8.36,Maybe,8.11,True
SVComp_C/seq-mthreaded/pals_lcr.6_overflow.ufo.UNBOUNDED.pals.c,Maybe,11.68,Maybe,11.55,True
SVComp_C/seq-mthreaded/pals_floodmax.4.1.ufo.BOUNDED-8.pals.c,Maybe,32.42,TIMEOUT,666.75,False
SVComp_C/seq-mthreaded/pals_lcr.6.ufo.BOUNDED-12.pals.c,Maybe,18.51,TIMEOUT,538.9,False
SVComp_C/seq-mthreaded/pals_lcr.3.1.ufo.BOUNDED-6.pals.c,Maybe,5.19,TIMEOUT,302.8,False
SVComp_C/seq-mthreaded/pals_floodmax.5.1.ufo.UNBOUNDED.pals.c,Maybe,60.68,TIMEOUT,2103.16,False
SVComp_C/seq-mthreaded/pals_floodmax.3.4.ufo.UNBOUNDED.pals.c,Maybe,7.16,Maybe,7.97,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.5.ufo.UNBOUNDED.pals.c,Maybe,7.86,Maybe,7.33,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.3.1.ufo.BOUNDED-6.pals.c,Maybe,5.22,Maybe,5.01,True
SVComp_C/seq-mthreaded/rekh_ctm.3-2.c,TIMEOUT,300.3,TIMEOUT,1551.99,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.6.1.ufo.BOUNDED-12.pals.c,Maybe,19.59,Maybe,20.68,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.4.ufo.UNBOUNDED.pals.c,Maybe,6.92,Maybe,7.29,True
SVComp_C/seq-mthreaded/pals_floodmax.4_overflow.ufo.UNBOUNDED.pals.c,Maybe,20.36,Maybe,20.57,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.4.ufo.BOUNDED-8.pals.c,Maybe,32.43,Maybe,219.28,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.3.ufo.BOUNDED-8.pals.c,Maybe,32.39,TIMEOUT,322.25,False
SVComp_C/seq-mthreaded/pals_floodmax.5.ufo.BOUNDED-10.pals.c,Maybe,93.29,Maybe,92.92,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.6.ufo.UNBOUNDED.pals.c,Maybe,12.03,Maybe,11.68,True
SVComp_C/seq-mthreaded/pals_floodmax.4.3.ufo.UNBOUNDED.pals.c,Maybe,20.78,Maybe,20.4,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.5.2.ufo.BOUNDED-10.pals.c,Maybe,12.69,Maybe,11.95,True
SVComp_C/seq-mthreaded/pals_floodmax.3.2.ufo.BOUNDED-6.pals.c,Maybe,11.56,Maybe,11.87,True
SVComp_C/seq-mthreaded/pals_floodmax.5.4.ufo.UNBOUNDED.pals.c,Maybe,59.03,Maybe,60.56,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.4.ufo.UNBOUNDED.pals.c,Maybe,57.6,Maybe,57.35,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.2.ufo.UNBOUNDED.pals.c,Maybe,57.96,Maybe,59.76,True
SVComp_C/seq-mthreaded/pals_floodmax.3.4.ufo.BOUNDED-6.pals.c,Maybe,11.62,Maybe,11.25,True
SVComp_C/seq-mthreaded/pals_lcr.7.1.ufo.UNBOUNDED.pals.c,Maybe,16.94,Maybe,16.52,True
SVComp_C/seq-mthreaded/pals_floodmax.5_overflow.ufo.UNBOUNDED.pals.c,Maybe,58.21,Maybe,60.44,True
SVComp_C/seq-mthreaded/pals_lcr.4_overflow.ufo.UNBOUNDED.pals.c,Maybe,4.75,Maybe,4.92,True
SVComp_C/seq-mthreaded/pals_STARTPALS_Triplicated.ufo.UNBOUNDED.pals.c,Maybe,10.45,Maybe,11.3,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.3.ufo.UNBOUNDED.pals.c,Maybe,2.9,Maybe,2.7,True
SVComp_C/seq-mthreaded/pals_STARTPALS_ActiveStandby.1.ufo.UNBOUNDED.pals.c,Maybe,9.38,Maybe,9.31,True
SVComp_C/seq-mthreaded/pals_floodmax.4.2.ufo.UNBOUNDED.pals.c,Maybe,20.51,Maybe,20.65,True
SVComp_C/seq-mthreaded/pals_floodmax.3.3.ufo.BOUNDED-6.pals.c,Maybe,11.91,Maybe,11.37,True
SVComp_C/seq-mthreaded/pals_floodmax.5.3.ufo.UNBOUNDED.pals.c,Maybe,59.64,Maybe,62.13,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.3.ufo.UNBOUNDED.pals.c,Maybe,57.41,Maybe,61.47,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.1.ufo.UNBOUNDED.pals.c,Maybe,7.05,Maybe,7.67,True
SVComp_C/seq-mthreaded/pals_lcr.5.ufo.UNBOUNDED.pals.c,Maybe,7.72,Maybe,8.48,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.4.ufo.BOUNDED-6.pals.c,Maybe,11.47,Maybe,11.29,True
SVComp_C/seq-mthreaded/pals_floodmax.5.ufo.UNBOUNDED.pals.c,Maybe,58.87,TIMEOUT,633.0,False
SVComp_C/seq-mthreaded/pals_floodmax.5.3.ufo.BOUNDED-10.pals.c,Maybe,92.57,TIMEOUT,601.34,False
SVComp_C/seq-mthreaded/pals_floodmax.4.2.ufo.BOUNDED-8.pals.c,Maybe,32.48,TIMEOUT,753.4,False
SVComp_C/seq-mthreaded/pals_floodmax.5.4.ufo.BOUNDED-10.pals.c,Maybe,90.19,TIMEOUT,300.15,False
SVComp_C/seq-mthreaded/pals_floodmax.3_overflow.ufo.UNBOUNDED.pals.c,Maybe,7.03,Maybe,6.79,True
SVComp_C/seq-mthreaded/pals_floodmax.4.ufo.UNBOUNDED.pals.c,Maybe,20.04,Maybe,20.06,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.3.1.ufo.UNBOUNDED.pals.c,Maybe,2.93,Maybe,2.54,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.ufo.BOUNDED-10.pals.c,Maybe,87.57,Maybe,92.81,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.2.ufo.UNBOUNDED.pals.c,Maybe,19.88,Maybe,19.94,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.3.ufo.UNBOUNDED.pals.c,Maybe,20.45,Maybe,19.78,True
SVComp_C/seq-mthreaded/pals_floodmax.5.2.ufo.BOUNDED-10.pals.c,Maybe,89.92,TIMEOUT,317.19,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.3.ufo.BOUNDED-10.pals.c,Maybe,90.52,TIMEOUT,757.75,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.2.ufo.BOUNDED-8.pals.c,Maybe,32.03,TIMEOUT,327.81,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.3.ufo.UNBOUNDED.pals.c,Maybe,7.01,Maybe,6.76,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.1.ufo.UNBOUNDED.pals.c,Maybe,57.63,Maybe,60.21,True
SVComp_C/seq-mthreaded/pals_floodmax.3.ufo.BOUNDED-6.pals.c,Maybe,11.66,Maybe,11.36,True
SVComp_C/seq-mthreaded/pals_STARTPALS_ActiveStandby.4_2.ufo.UNBOUNDED.pals.c,Maybe,9.62,Maybe,9.95,True
SVComp_C/seq-mthreaded/pals_floodmax.3.2.ufo.UNBOUNDED.pals.c,Maybe,6.87,Maybe,6.67,True
SVComp_C/seq-mthreaded/pals_lcr.6.ufo.UNBOUNDED.pals.c,Maybe,11.36,Maybe,11.19,True
SVComp_C/seq-mthreaded/pals_lcr.8.1.ufo.UNBOUNDED.pals.c,Maybe,24.33,Maybe,24.96,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.4.ufo.UNBOUNDED.pals.c,Maybe,19.79,Maybe,20.7,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.ufo.BOUNDED-6.pals.c,Maybe,11.45,Maybe,11.31,True
SVComp_C/seq-mthreaded/pals_floodmax.5.2.ufo.UNBOUNDED.pals.c,Maybe,60.26,Maybe,61.65,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.3.ufo.BOUNDED-6.pals.c,Maybe,5.12,Maybe,4.77,True
SVComp_C/seq-mthreaded/pals_lcr.3.ufo.UNBOUNDED.pals.c,Maybe,3.15,Maybe,3.0,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.2.ufo.BOUNDED-10.pals.c,Maybe,87.86,TIMEOUT,488.69,False
SVComp_C/seq-mthreaded/pals_lcr.5_overflow.ufo.UNBOUNDED.pals.c,Maybe,7.63,Maybe,8.63,True
SVComp_C/seq-mthreaded/rekh_ctm.1.c,TIMEOUT,300.3,TIMEOUT,315.9,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.4.2.ufo.BOUNDED-8.pals.c,Maybe,8.58,TIMEOUT,3344.91,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.5_overflow.ufo.UNBOUNDED.pals.c,Maybe,57.81,TIMEOUT,2821.34,False
SVComp_C/seq-mthreaded/pals_lcr.5.1.ufo.UNBOUNDED.pals.c,Maybe,7.65,TIMEOUT,1830.69,False
SVComp_C/seq-mthreaded/pals_lcr.3.ufo.BOUNDED-6.pals.c,Maybe,5.27,TIMEOUT,743.53,False
SVComp_C/seq-mthreaded/pals_STARTPALS_Triplicated.1.ufo.UNBOUNDED.pals.c,Maybe,10.4,Maybe,10.8,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.ufo.UNBOUNDED.pals.c,Maybe,6.58,Maybe,6.8,True
SVComp_C/seq-mthreaded/pals_floodmax.5.1.ufo.BOUNDED-10.pals.c,Maybe,94.03,TIMEOUT,596.27,False
SVComp_C/seq-mthreaded/rekcba_ctm.3-1.c,TIMEOUT,300.39,TIMEOUT,435.34,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.4_overflow.ufo.UNBOUNDED.pals.c,Maybe,20.27,TIMEOUT,978.64,False
SVComp_C/seq-mthreaded/pals_STARTPALS_ActiveStandby.4_1.ufo.UNBOUNDED.pals.c,Maybe,9.55,TIMEOUT,602.58,False
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.4.1.ufo.BOUNDED-8.pals.c,Maybe,8.79,TIMEOUT,367.0,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.ufo.BOUNDED-8.pals.c,Maybe,32.27,TIMEOUT,1650.54,False
SVComp_C/seq-mthreaded/pals_lcr.3.1.ufo.UNBOUNDED.pals.c,Maybe,3.19,TIMEOUT,300.15,False
SVComp_C/seq-mthreaded/pals_STARTPALS_Triplicated.ufo.BOUNDED-10.pals.c,Maybe,13.62,TIMEOUT,410.66,False
SVComp_C/seq-mthreaded/pals_floodmax.4.4.ufo.UNBOUNDED.pals.c,Maybe,20.29,TIMEOUT,1782.81,False
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.4.2.ufo.UNBOUNDED.pals.c,Maybe,4.89,Maybe,4.78,True
SVComp_C/seq-mthreaded/pals_floodmax.3.ufo.UNBOUNDED.pals.c,Maybe,7.09,Maybe,273.07,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.5.2.ufo.UNBOUNDED.pals.c,Maybe,7.83,TIMEOUT,630.4,False
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.6.1.ufo.UNBOUNDED.pals.c,Maybe,11.61,TIMEOUT,1478.75,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.1.ufo.BOUNDED-8.pals.c,Maybe,32.23,TIMEOUT,558.49,False
SVComp_C/seq-mthreaded/pals_STARTPALS_Triplicated.2.ufo.BOUNDED-10.pals.c,Maybe,13.28,TIMEOUT,315.87,False
SVComp_C/seq-mthreaded/pals_lcr.8.ufo.BOUNDED-16.pals.c,Maybe,37.6,TIMEOUT,992.13,False
SVComp_C/seq-mthreaded/rekh_ctm.4.c,TIMEOUT,300.3,TIMEOUT,1082.04,True
SVComp_C/seq-mthreaded/pals_floodmax.4.1.ufo.UNBOUNDED.pals.c,Maybe,21.14,TIMEOUT,1359.9,False
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.6.2.ufo.BOUNDED-12.pals.c,Maybe,19.38,TIMEOUT,333.51,False
SVComp_C/seq-mthreaded/pals_opt-floodmax.3_overflow.ufo.UNBOUNDED.pals.c,Maybe,7.0,TIMEOUT,2208.91,False
SVComp_C/seq-mthreaded/pals_lcr.3_overflow.ufo.UNBOUNDED.pals.c,Maybe,3.2,TIMEOUT,766.5,False
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.6.ufo.BOUNDED-12.pals.c,Maybe,19.36,TIMEOUT,442.28,False
SVComp_C/seq-mthreaded/rekcba_ctm.4.c,TIMEOUT,300.63,TIMEOUT,942.14,True
SVComp_C/seq-mthreaded/pals_lcr.8_overflow.ufo.UNBOUNDED.pals.c,Maybe,23.93,TIMEOUT,300.12,False
SVComp_C/seq-mthreaded/pals_floodmax.4.4.ufo.BOUNDED-8.pals.c,Maybe,31.81,Maybe,32.63,True
SVComp_C/seq-mthreaded/rekh_ctm.3-1.c,TIMEOUT,300.3,TIMEOUT,360.21,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.4.ufo.BOUNDED-10.pals.c,Maybe,89.84,Maybe,88.85,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.4.1.ufo.UNBOUNDED.pals.c,Maybe,4.93,Maybe,4.57,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.4.ufo.UNBOUNDED.pals.c,Maybe,19.92,Maybe,20.74,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.5.ufo.UNBOUNDED.pals.c,Maybe,59.01,TIMEOUT,1460.18,False
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.5.1.ufo.UNBOUNDED.pals.c,Maybe,7.71,Maybe,7.88,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.3.2.ufo.BOUNDED-6.pals.c,Maybe,4.69,Maybe,5.31,True
SVComp_C/seq-mthreaded/pals_lcr.7.ufo.UNBOUNDED.pals.c,Maybe,16.91,Maybe,17.26,True
SVComp_C/seq-mthreaded/pals_floodmax.4.3.ufo.BOUNDED-8.pals.c,Maybe,31.36,Maybe,32.96,True
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.3.2.ufo.UNBOUNDED.pals.c,Maybe,3.04,Maybe,2.56,True
SVComp_C/seq-mthreaded/pals_STARTPALS_ActiveStandby.ufo.UNBOUNDED.pals.c,Maybe,9.09,Maybe,9.39,True
SVComp_C/seq-mthreaded/pals_lcr.7_overflow.ufo.UNBOUNDED.pals.c,Maybe,17.44,Maybe,17.71,True
SVComp_C/seq-mthreaded/rekcba_ctm.1.c,TIMEOUT,300.24,TIMEOUT,963.21,True
SVComp_C/seq-mthreaded/pals_lcr.7.1.ufo.BOUNDED-14.pals.c,Maybe,26.24,TIMEOUT,392.22,False
SVComp_C/seq-mthreaded/rekh_ctm.2-2.c,TIMEOUT,300.3,TIMEOUT,990.89,True
SVComp_C/seq-mthreaded/pals_floodmax.3.3.ufo.UNBOUNDED.pals.c,Maybe,7.05,Maybe,6.91,True
SVComp_C/seq-mthreaded/rekcba_ctm.3-2.c,TIMEOUT,300.39,TIMEOUT,318.62,True
SVComp_C/seq-mthreaded/pals_opt-floodmax.3.2.ufo.UNBOUNDED.pals.c,Maybe,7.02,TIMEOUT,1581.83,False
SVComp_C/seq-mthreaded/pals_lcr-var-start-time.4.ufo.UNBOUNDED.pals.c,Maybe,4.59,TIMEOUT,615.27,False
SVComp_C/termination-crafted/Arrays03-ValueRestictsIndex-2.c,YES,0.17,YES,0.26,True
SVComp_C/termination-crafted/Division-2.c,Maybe,0.11,Maybe,0.1,True
SVComp_C/termination-crafted/Benghazi.c,TIMEOUT,300.11,TIMEOUT,537.14,True
SVComp_C/termination-crafted/LexIndexValue-Array-1.c,Maybe,0.34,Maybe,0.36,True
SVComp_C/termination-crafted/NonTermination3-1.c,Maybe,0.23,Maybe,0.2,True
SVComp_C/termination-crafted/Madrid.c,Maybe,0.08,Maybe,0.18,True
SVComp_C/termination-crafted/Cairo.c,Maybe,0.36,Maybe,0.23,True
SVComp_C/termination-crafted/Singapore-2.c,Maybe,0.56,Maybe,0.53,True
SVComp_C/termination-crafted/Waldkirch.c,YES,0.12,YES,0.07,True
SVComp_C/termination-crafted/NestedRecursion_1c.c,YES,0.24,YES,0.69,True
SVComp_C/termination-crafted/Binary_Search-2.c,YES,0.4,YES,0.42,True
SVComp_C/termination-crafted/4NestedWith3Variables-1.c,Maybe,19.79,Maybe,19.78,True
SVComp_C/termination-crafted/aaron2-1.c,YES,0.26,YES,0.19,True
SVComp_C/termination-crafted/Gothenburg-1.c,Maybe,0.84,Maybe,0.55,True
SVComp_C/termination-crafted/Ackermann-2.c,YES,0.25,YES,0.69,True
SVComp_C/termination-crafted/Copenhagen.c,YES,0.44,YES,0.79,True
SVComp_C/termination-crafted/MutualRecursion_1b.c,TIMEOUT,300.03,TIMEOUT,504.12,True
SVComp_C/termination-crafted/NonTermination3-2.c,Maybe,0.2,TIMEOUT,1118.07,False
SVComp_C/termination-crafted/McCarthy91_Recursion.c,YES,0.16,TIMEOUT,997.51,False
SVComp_C/termination-crafted/RecursiveMultiplication-1.c,YES,0.45,TIMEOUT,300.11,False
SVComp_C/termination-crafted/NestedRecursion_2b.c,YES,0.24,TIMEOUT,300.1,False
SVComp_C/termination-crafted/Benghazi_nondet-2.c,TIMEOUT,300.11,TIMEOUT,300.1,True
SVComp_C/termination-crafted/NestedRecursion_2c.c,YES,0.24,TIMEOUT,389.43,False
SVComp_C/termination-crafted/LexIndexValue-Pointer-2.c,Maybe,1.0,Maybe,188.31,True
SVComp_C/termination-crafted/2Nested-1.c,Maybe,0.61,Maybe,7.81,True
SVComp_C/termination-crafted/Bangalore_v2.c,Maybe,0.14,Maybe,177.06,True
SVComp_C/termination-crafted/Toulouse-MultiBranchesToLoop-2.c,Maybe,0.94,Maybe,106.84,True
SVComp_C/termination-crafted/4BitCounterPointer.c,Failed,0.22,Failed,48.44,True
SVComp_C/termination-crafted/NestedRecursion_1b.c,YES,0.28,YES,0.18,True
SVComp_C/termination-crafted/Mysore-2.c,Maybe,1.12,Maybe,24.27,True
SVComp_C/termination-crafted/Copenhagen_disj-2.c,TIMEOUT,300.11,TIMEOUT,2450.71,True
SVComp_C/termination-crafted/Bangalore_v4.c,Maybe,0.14,Maybe,0.11,True
SVComp_C/termination-crafted/MenloPark.c,Maybe,0.83,Maybe,0.54,True
SVComp_C/termination-crafted/Pure2Phase-1.c,Maybe,0.79,TIMEOUT,774.99,False
