Filename,Relative Path,Run ID,Date Time,Duration (s),LLM Calls,Label,RAG Similarity,Invariants,Ranking Function,Z3 Result,Report Path,Error,merge_key,Category,Category_GT,CPA_Verified,verification_result
form27.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/form27.c,fc0f5c98582740b1a804e66c02eda516,2025-12-15T21:14:14.372523,86.57,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_211414_fc0f5c98582740b1a804e66c02eda516.json,,form27.c,loop_invariants,other,,
sum01_safe.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum01_safe.c,c1ccf72e20434e19b129f05efb3a3b71,2025-12-15T21:14:57.969196,43.6,4.0,terminating,0.0,,n - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_211457_c1ccf72e20434e19b129f05efb3a3b71.json,,sum01_safe.c,loop_invariants,other,True,TRUE
cegar2.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/cegar2.v.c,a6a0b208e09b4e19b33cf3e1657397cd,2025-12-15T21:16:27.551228,89.58,4.0,terminating,0.0,,N - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_211627_a6a0b208e09b4e19b33cf3e1657397cd.json,,cegar2.v.c,loop_invariants,other,,
cggmp2005_true-unreach-call.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/cggmp2005_true-unreach-call.c,3c958edde53d41968750d71c32b6283d,2025-12-15T21:17:37.779109,70.23,4.0,terminating,0.0,,j - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_211737_3c958edde53d41968750d71c32b6283d.json,,cggmp2005_true-unreach-call.c,loop_invariants,,,
form25.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/form25.c,465514946b4142659b74b06cc1050543,2025-12-15T21:18:58.121341,80.34,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_211858_465514946b4142659b74b06cc1050543.json,,form25.c,loop_invariants,other,,
dec.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/dec.c,56528966ba1c4a3ca2873263ae516f65,2025-12-15T21:20:12.644567,74.52,4.0,terminating,0.0,0; 100,x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_212012_56528966ba1c4a3ca2873263ae516f65.json,,dec.c,loop_invariants,other,,
incn.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/incn.c,ae095c46316540798a016ebe1ac067f8,2025-12-15T21:21:31.859438,79.21,4.0,terminating,0.0,,N - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_212131_ae095c46316540798a016ebe1ac067f8.json,,incn.c,loop_invariants,other,,
cegar2.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/cegar2.c,5ec7f26cd59a41b4a0352ee96be2778d,2025-12-15T21:23:06.487356,94.63,4.0,terminating,0.0,,N - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_212306_5ec7f26cd59a41b4a0352ee96be2778d.json,,cegar2.c,loop_invariants,other,,
sum04n.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum04n.v.c,e785a4e341684557a94aede8130012ca,2025-12-15T21:24:28.828269,82.34,4.0,terminating,0.0,,SIZE - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_212428_e785a4e341684557a94aede8130012ca.json,,sum04n.v.c,loop_invariants,,,
fig9.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig9.c,fee2afdd4d8245a5ba70df9e4d497f01,2025-12-15T21:25:50.920260,82.09,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_212550_fee2afdd4d8245a5ba70df9e4d497f01.json,,fig9.c,loop_invariants,other,,
sum01.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum01.c,cf8850906dfa464396ae291f58bf7ed2,2025-12-15T21:26:35.318058,44.4,4.0,terminating,0.0,1 <= i && i <= n + 1; sn == \old(sn) + (i - 1) * a,n - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_212635_cf8850906dfa464396ae291f58bf7ed2.json,,sum01.c,loop_invariants,other,True,TRUE
trex03.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/trex03.c,cb1e5058acde424492fd13f6ddfcc740,2025-12-15T21:28:17.621168,102.3,4.0,terminating,0.0,,"(x1, x2, x3)",Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_212817_cb1e5058acde424492fd13f6ddfcc740.json,,trex03.c,loop_invariants,other,False,UNKNOWN
trex03.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/trex03.v.c,e756b6b0f7ba4fefb12f8e748ee03f26,2025-12-15T21:30:12.767221,115.15,4.0,terminating,0.0,,"(x1, x2, x3)",Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_213012_e756b6b0f7ba4fefb12f8e748ee03f26.json,,trex03.v.c,loop_invariants,other,False,UNKNOWN
sum01.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum01.v.c,938e36df960d4a5fa3a8c012bcfd2d4c,2025-12-15T21:31:01.199844,48.43,4.0,terminating,0.0,,n - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_213101_938e36df960d4a5fa3a8c012bcfd2d4c.json,,sum01.v.c,loop_invariants,,True,TRUE
ex14n.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/ex14n.v.c,28f3aa6d91d244bfb9628ae0adf2cc6f,2025-12-15T21:32:44.712870,103.51,5.0,terminating,0.0,,N - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_213244_28f3aa6d91d244bfb9628ae0adf2cc6f.json,,ex14n.v.c,loop_invariants,other,,
decn.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/decn.c,03004406a8674fcfa52e3054c9e315e2,2025-12-15T21:34:12.024032,87.31,4.0,terminating,0.0,x <= \old(x),x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_213412_03004406a8674fcfa52e3054c9e315e2.json,,decn.c,loop_invariants,other,,
fig9.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig9.v.c,b77fc23f52594200b3c18882893e6ed7,2025-12-15T21:35:42.084162,90.06,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_213542_b77fc23f52594200b3c18882893e6ed7.json,,fig9.v.c,loop_invariants,other,,
sum03.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum03.c,d23b12d6d90e432185509a14fa56b6b9,2025-12-15T21:37:02.607104,80.52,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_213702_d23b12d6d90e432185509a14fa56b6b9.json,,sum03.c,loop_invariants,other,False,UNKNOWN
fig3.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig3.v.c,,2025-12-15T21:37:07.368378,,,error,,,,,,Embedding provider error: Connection error.,fig3.v.c,loop_invariants,other,,
sum04.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum04.c,ca2389d9c41f4d0eb6c4939f21f3c80b,2025-12-15T21:37:58.590914,51.22,4.0,terminating,0.0,sn == \old(sn) + (i - 1) * a; 1 <= i && i <= SIZE + 1,SIZE - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_213758_ca2389d9c41f4d0eb6c4939f21f3c80b.json,,sum04.c,loop_invariants,other,,
fig1.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig1.c,97c1c98a941247bb8bf0ede1d8e1fe22,2025-12-15T21:39:11.096031,72.5,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_213911_97c1c98a941247bb8bf0ede1d8e1fe22.json,,fig1.c,loop_invariants,other,,
w1.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/w1.c,1e6b4bd60ee34b84808712338d4850c0,2025-12-15T21:40:40.708878,89.61,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_214040_1e6b4bd60ee34b84808712338d4850c0.json,,w1.c,loop_invariants,other,,
trex03_safe.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/trex03_safe.v.c,792322b5a1294d2885e9dd8116a5a9a7,2025-12-15T21:42:36.441983,115.73,5.0,terminating,0.0,,"(x1, x2, x3)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_214236_792322b5a1294d2885e9dd8116a5a9a7.json,,trex03_safe.v.c,loop_invariants,other,False,UNKNOWN
inc.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/inc.c,f79d81d7202c4b63bae062049cb5d137,2025-12-15T21:44:09.716192,93.27,4.0,terminating,0.0,,100 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_214409_f79d81d7202c4b63bae062049cb5d137.json,,inc.c,loop_invariants,other,,
w2.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/w2.c,3655dab4b4bc4ef2bfcadda4c85dafc2,2025-12-15T21:45:44.052436,94.34,5.0,non-terminating,0.0,n > 0; 0 <= x; x < n,n - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_214544_3655dab4b4bc4ef2bfcadda4c85dafc2.json,,w2.c,loop_invariants,other,,
fig3.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig3.c,fc690656731c461590ead744bf6efa83,2025-12-15T21:48:15.543870,151.49,5.0,non-terminating,0.0,,,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_214815_fc690656731c461590ead744bf6efa83.json,,fig3.c,loop_invariants,other,,
sum03_safe.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum03_safe.v.c,5e7a7e1db8bc49dca6029844e4868658,2025-12-15T21:49:38.832018,83.29,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_214938_5e7a7e1db8bc49dca6029844e4868658.json,,sum03_safe.v.c,loop_invariants,other,False,UNKNOWN
fig1.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig1.v.c,bc5d7043bd034ccfa710abbe3c8de82c,2025-12-15T21:50:51.813876,72.98,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_215051_bc5d7043bd034ccfa710abbe3c8de82c.json,,fig1.v.c,loop_invariants,,,
afnp2014_true-unreach-call.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/afnp2014_true-unreach-call.c,6948afdf41ee459c9798581c978b41f9,2025-12-15T21:52:08.649932,76.84,4.0,terminating,0.0,0; 1000,1000 - y,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_215208_6948afdf41ee459c9798581c978b41f9.json,,afnp2014_true-unreach-call.c,loop_invariants,other,,
sum03.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum03.v.c,c8b742f08fd94b4aa0b7fa7b09223d45,2025-12-15T21:53:37.844805,89.19,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_215337_c8b742f08fd94b4aa0b7fa7b09223d45.json,,sum03.v.c,loop_invariants,other,False,UNKNOWN
incn.v.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/incn.v.c,2225d3c279d04c15af29710081e3535a,2025-12-15T21:55:06.013077,88.17,4.0,terminating,0.0,,N - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_215506_2225d3c279d04c15af29710081e3535a.json,,incn.v.c,loop_invariants,other,,
sum04n.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum04n.c,4ccb8b6c77be4ef1a9700dfddafbb7a0,2025-12-15T21:56:01.769100,55.76,4.0,terminating,0.0,sn == \old(sn) + (i - 1) * a; 1 <= i && i <= SIZE + 1,SIZE - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_215601_4ccb8b6c77be4ef1a9700dfddafbb7a0.json,,sum04n.c,loop_invariants,,,
sum04_safe.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum04_safe.c,e3d2df6fef3341eba5438afad78e2102,2025-12-15T21:56:52.949565,51.18,4.0,terminating,0.0,sn == \old(sn) + (i - 1) * a; 1 <= i && i <= SIZE + 1,SIZE - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_215652_e3d2df6fef3341eba5438afad78e2102.json,,sum04_safe.c,loop_invariants,other,,
trex03_safe.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/trex03_safe.c,e097c06edac7441988ced3f716184553,2025-12-15T21:58:16.539062,83.59,4.0,terminating,0.0,,"(x1, x2, x3)",Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_215816_e097c06edac7441988ced3f716184553.json,,trex03_safe.c,loop_invariants,other,False,UNKNOWN
sum03_safe.c,loop_invariants/LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum03_safe.c,6aa74cf012fa4b92aade2c87eed4e997,2025-12-15T21:59:35.148638,78.61,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_215935_6aa74cf012fa4b92aade2c87eed4e997.json,,sum03_safe.c,loop_invariants,other,False,UNKNOWN
sum01_true-unreach-call_true-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/sum01_true-unreach-call_true-termination.i.annot.c,470a5bb6553d488a8fb05066a8955085,2025-12-15T22:00:28.869408,53.72,4.0,terminating,0.0,1 <= i && i <= n + 1; sn == \old(sn) + 2 * (i - 1),n - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220028_470a5bb6553d488a8fb05066a8955085.json,,sum01_true-unreach-call_true-termination.i.annot.c,termination,,True,TRUE
terminator_02_true-unreach-call_true-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/terminator_02_true-unreach-call_true-termination.i.annot.c,09184c3799d34633a22969b8bf9c5b0e,2025-12-15T22:01:35.036790,66.17,5.0,terminating,0.0,x < 100; z > 100; z == \old(z); x >= \old(x),100 - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220135_09184c3799d34633a22969b8bf9c5b0e.json,,terminator_02_true-unreach-call_true-termination.i.annot.c,termination,termination,,
for_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/for_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,5aebfff395414f4486a7573ea2a8d9b9,2025-12-15T22:02:29.782485,54.75,4.0,non-terminating,0.0,x == 0; i >= 0,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220229_5aebfff395414f4486a7573ea2a8d9b9.json,,for_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,termination,termination,,
sum04_true-unreach-call_true-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/sum04_true-unreach-call_true-termination.i.annot.c,986ffdaa4fce4414bf4dbddb39fb20f4,2025-12-15T22:03:45.094319,75.31,5.0,terminating,0.0,,8 - i,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220345_986ffdaa4fce4414bf4dbddb39fb20f4.json,,sum04_true-unreach-call_true-termination.i.annot.c,termination,termination,,
while_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/while_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,34bd6544ee464e19ae3606675d31cd98,2025-12-15T22:04:15.461578,30.37,4.0,non-terminating,0.0,x == 0,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220415_34bd6544ee464e19ae3606675d31cd98.json,,while_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,termination,termination,,
sum03_true-unreach-call_false-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/sum03_true-unreach-call_false-termination.i.annot.c,fbb9b4338a3441f2ad9b1335b19114c5,2025-12-15T22:05:25.028128,69.57,4.0,terminating,0.0,sn == 2 * x; x <= 1000000,1000000 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220525_fbb9b4338a3441f2ad9b1335b19114c5.json,,sum03_true-unreach-call_false-termination.i.annot.c,termination,termination,False,UNKNOWN
while_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/while_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,d7951b213fc444b4a63b61ae9e2b7d67,2025-12-15T22:06:07.945856,42.92,4.0,non-terminating,0.0,x == 0,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220607_d7951b213fc444b4a63b61ae9e2b7d67.json,,while_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,termination,termination,,
for_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/for_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,72394796e3b14ed5a670f28c7cb76bb9,2025-12-15T22:06:57.821562,49.88,4.0,non-terminating,0.0,x == 0; i >= 0,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220657_72394796e3b14ed5a670f28c7cb76bb9.json,,for_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,termination,termination,,
terminator_03_true-unreach-call_true-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/terminator_03_true-unreach-call_true-termination.i.annot.c,c24ed81cb4964bd2ba2a23559c391de5,2025-12-15T22:08:31.004187,93.18,4.0,terminating,0.0,,100 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220831_c24ed81cb4964bd2ba2a23559c391de5.json,,terminator_03_true-unreach-call_true-termination.i.annot.c,termination,termination,,
trex03_true-unreach-call.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/trex03_true-unreach-call.i.annot.c,ddf54df1fa8c4daca1e9fc3c945c67d8,2025-12-15T22:09:53.012585,82.01,4.0,terminating,0.0,x1 > 0 && x2 > 0 && x3 > 0; x1 <= \old(x1); x2 <= \old(x2); x3 <= \old(x3),"(x1, x2, x3)",Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_220953_ddf54df1fa8c4daca1e9fc3c945c67d8.json,,trex03_true-unreach-call.i.annot.c,loop_invariants,loop_invariants,False,UNKNOWN
count_up_down_true-unreach-call_true-termination.i.annot.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loops/count_up_down_true-unreach-call_true-termination.i.annot.c,cba4a9ae51ed48a8873a72c7aa922fe3,2025-12-15T22:10:42.502109,49.49,4.0,terminating,0.0,x + y == \old(x) + \old(y); x <= \old(x); y >= \old(y),x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_221042_cba4a9ae51ed48a8873a72c7aa922fe3.json,,count_up_down_true-unreach-call_true-termination.i.annot.c,termination,termination,,
gj2007_true-unreach-call_true-termination.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loop-lit/gj2007_true-unreach-call_true-termination.c,ab5efdad65b34efdbd6e69ceee6b2571,2025-12-15T22:12:19.515993,97.01,4.0,terminating,0.0,,100 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_221219_ab5efdad65b34efdbd6e69ceee6b2571.json,,gj2007_true-unreach-call_true-termination.c,termination,termination,,
jm2006_variant_true-unreach-call_true-termination.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loop-lit/jm2006_variant_true-unreach-call_true-termination.c,158f6a59e4ab417f95c6d8045c707238,2025-12-15T22:13:41.536929,82.02,5.0,terminating,0.0,,x,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_221341_158f6a59e4ab417f95c6d8045c707238.json,,jm2006_variant_true-unreach-call_true-termination.c,termination,termination,,
gr2006_true-unreach-call_true-termination.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loop-lit/gr2006_true-unreach-call_true-termination.c,6fd381b793eb41149e45dba5f8b3b194,2025-12-15T22:16:01.939342,140.4,5.0,terminating,0.0,,,Failed: No ranking function provided,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_221601_6fd381b793eb41149e45dba5f8b3b194.json,,gr2006_true-unreach-call_true-termination.c,termination,termination,,
bhmr2007_true-unreach-call_true-termination.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loop-lit/bhmr2007_true-unreach-call_true-termination.c,ed0269db591143c184580f5eb5f76182,2025-12-15T22:17:15.727149,73.79,4.0,terminating,0.0,,n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_221715_ed0269db591143c184580f5eb5f76182.json,,bhmr2007_true-unreach-call_true-termination.c,termination,termination,True,TRUE
gsv2008_true-unreach-call_true-termination.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loop-lit/gsv2008_true-unreach-call_true-termination.c,92653147dbdd4a8ba67ca5556d947ab7,2025-12-15T22:19:04.279258,108.55,5.0,terminating,0.0,,-x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_221904_92653147dbdd4a8ba67ca5556d947ab7.json,,gsv2008_true-unreach-call_true-termination.c,termination,,,
gj2007b_true-unreach-call_true-termination.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loop-lit/gj2007b_true-unreach-call_true-termination.c,0d86963a36ad49d1b55cd5448b6e834e,2025-12-15T22:20:29.509040,85.23,5.0,terminating,0.0,,n - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_222029_0d86963a36ad49d1b55cd5448b6e834e.json,,gj2007b_true-unreach-call_true-termination.c,termination,,,
cggmp2005_variant_true-unreach-call_true-termination.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loop-lit/cggmp2005_variant_true-unreach-call_true-termination.c,b9fa5feac4b64e349e2c7136f7d1dd5c,2025-12-15T22:21:56.868234,87.36,4.0,terminating,0.0,lo + mid == \old(lo + mid); hi - mid == \old(hi - mid); lo + hi == \old(lo + hi); mid >= 0,mid,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_222156_b9fa5feac4b64e349e2c7136f7d1dd5c.json,,cggmp2005_variant_true-unreach-call_true-termination.c,termination,termination,True,TRUE
css2003_true-unreach-call_true-termination.c,loop_invariants/LinearArbitrary-SeaHorn/loops/loop-lit/css2003_true-unreach-call_true-termination.c,f8820bb76c164883a40ddeaa7427c00f,2025-12-15T22:23:17.999493,81.13,4.0,terminating,0.0,,LARGE_INT - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_222317_f8820bb76c164883a40ddeaa7427c00f.json,,css2003_true-unreach-call_true-termination.c,termination,termination,,
